"NoProj","PeriodeDate","CodPrg","NomProjet","NomCatg","Nom_Volet","NbStagReel","NoOrgaQue","NoOrgaEtran","NomOrgaQue","NomOrgaEtran","NomPays","VilleQuartier","Lattitude","Longitude","Secteur principal","Domaine","MontantSubvention","Versement1","Versement2","Versement3","Versement4","Versement5","AnnFinaVersement1","AnnFinaVersement2","AnnFinaVersement3","AnnFinaVersement4","AnnFinaVersement5","Statut"
746,"2001-2002","AAHI","Escuela Esperanza","Stages étudiants","",0,62,314,"L'AMIE (Aide internationale à l'enfance)","Fondation Pauline Tremblay","République dominicaine","Los Brazos",18.47,-69.90,"Éducation","Équipements scolaires et formation",2500.00,2500.00,0.00,0.00,0.00,0.00,"2001-2002","","","","","Approuvé / Versé"
747,"2001-2002","QSF","L'art comme outil de réinsertion sociale","Stages annuels","universel",6,76,315,"Alternatives","Affro Reggae","Brésil","",-15.78,-47.91,"Services sociaux","Services sociaux",22140.00,5535.00,5535.00,14430.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
748,"2001-2002","QSF","Santé et éducation communautaire","Stages annuels","universel",9,66,316,"Club 2/3","Association des Parents et Maîtres (APM)","Brésil","Salvador de Bahia",-15.78,-47.91,"Santé","SANTÉ DE BASE",34920.00,8730.00,8730.00,22640.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
749,"2001-2002","QSF","Éducation en Afrique du XXIe siècle","Stages pluriannuels","universel",9,97,317,"Jeunesse du Monde","Institut national pour l'éducation et la promotion (INEPRO)","Burkina Faso","Birloma Faso",12.37,-1.52,"Services sociaux","Services sociaux",38520.00,9630.00,9630.00,24440.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
750,"2001-2002","QSF","Nouna en solidarité","Stages annuels","universel",9,85,294,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Union des groupements Benkadi","Burkina Faso","Nouna",12.37,-1.52,"Multisectoriel/Autre",,38520.00,9630.00,9630.00,24440.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
751,"2001-2002","QSF","Destination Po","Stages annuels","universel",9,85,318,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Gâ Mo Wigna","Burkina Faso","Parc national Kabore Tampi",12.37,-1.52,"Environnement","Diversité biologique",36126.00,9031.50,9031.50,22207.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
752,"2001-2002","QSF","Droit à l'éducation et syndicalisme","Stages annuels","universel",7,76,319,"Alternatives","Colectivo Andamio et Colectivo de Trabajadores","Chili","",-33.45,-70.66,"Services sociaux","Politique de l'emploi et gestion administrative",25830.00,6457.50,6457.50,16635.00,294.00,0.00,"2001-2002","2001-2002","2001-2002","2001-2002","","Approuvé / Versé"
753,"2001-2002","QSF","Éducation, environnement et petites entreprises","Stages annuels","universel",8,92,320,"Comité régional d'éducation pour le développement international de Lanaudière","Consejo de iniciativas para el desarrollo ecologico (CIEDE)","Chili","",-33.45,-70.66,"Environnement","Éducation et formation environnementales",32090.00,8730.00,8730.00,17990.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
755,"2001-2002","QSF","Desarollo sostenible","Stages annuels","universel",9,101,558,"Plan Nagua","Association des Piangüeros de Purruja (APIAPU)","Costa Rica","Purruja",9.93,-84.08,"Activités génératrices de revenus","Tourisme solidaire",37314.00,9328.50,9328.50,22923.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
756,"2001-2002","QSF","Solidaridad con Cuba","Stages annuels","universel",7,68,296,"Comité de Solidarité/Trois-Rivières",,"Cuba","Vieille Havane",23.13,-82.36,"Services sociaux","Services sociaux",27020.00,6755.00,6755.00,17290.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
757,"2001-2002","QSF","Campagne de communications sociales","Stages pluriannuels","universel",7,68,61,"Comité de Solidarité/Trois-Rivières","Institut Terrazul","Cuba","",23.13,-82.36,"Santé","Lutte contre les maladies infectieuses",27020.00,6755.00,6755.00,17290.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
758,"2001-2002","QSF","Développement communautaire","Stages annuels","universel",9,66,322,"Club 2/3","Fundacion Salvadorena para la Promocion Social y el Desarrollo Economico (FUNSALPRODESE)","El Salvador","",13.71,-89.20,"Multisectoriel/Autre",,34920.00,8730.00,8730.00,21240.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
759,"2001-2002","QSF","Bienvenido a Licto","Stages annuels","universel",9,85,293,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Réseau chrétien des femmes rurales du Chimborazo","Équateur","",-0.21,-78.50,"Agriculture / Foresterie","Production agricole",34920.00,8730.00,8730.00,22640.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
760,"2001-2002","QSF","Femmes et micro crédit à Korokoro","Stages annuels","universel",9,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","Korokoro",12.65,-8.00,"Activités génératrices de revenus","Micro-crédit",41940.00,10485.00,10485.00,27630.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
761,"2001-2002","QSF","Jeunes et ruralité","Stages annuels","universel",9,92,325,"Comité régional d'éducation pour le développement international de Lanaudière","Benkadi, association villageoise de la commune de Sanankoroba","Mali","Dialakoba",12.65,-8.00,"Multisectoriel/Autre",,38520.00,9630.00,9630.00,24440.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
772,"2001-2002","QSF","En plein dans la dynamique communautaire","Stages annuels","universel",9,97,146,"Jeunesse du Monde","Forum Jeunesse Sénégal (FOJES)","Sénégal","",14.71,-17.47,"Gouvernance et société civile","Renforcement des structures sociales et communautaires",38520.00,9630.00,9630.00,24440.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
773,"2001-2002","QSF","Une approche au développement durable","Stages annuels","universel",9,79,331,"Carrefour International (bureau régional du Québec)","RACEF","Sénégal","",14.71,-17.47,"Multisectoriel/Autre",,41940.00,10485.00,10485.00,25830.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
775,"2001-2002","QSF","Soins infirmiers et santé communautaire","Stages annuels","spécialisé",10,96,301,"Jeunesse Canada Monde / Bureau régional du Québec","Groupe de recherche et d'action pour le bien-être social (GRABS)","Bénin","",6.48,2.61,"Santé","Soins et services de santé de base",46600.00,11650.00,11650.00,28700.00,0.00,0.00,"2001-2002","2001-2002","2002-2003","","","Approuvé / Versé"
776,"2001-2002","QSF","Développement solidaire à Banfora","Stages pluriannuels","spécialisé",10,85,332,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Action sociale de Banfora et Aide à l'Enfance de Banfora","Burkina Faso","Banfora",12.37,-1.52,"Gouvernance et société civile","Renforcement des structures sociales et communautaires",40140.00,10035.00,10035.00,23430.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
777,"2001-2002","QSF","Liaisonneuve - SUCO","Stages pluriannuels","spécialisé",10,105,333,"Solidarité Union Coopération","Instituto de Promocion Humana (INPRHU) - Somoto","Nicaragua","",12.15,-86.26,"Services sociaux","Services sociaux",36140.00,9035.00,9035.00,21430.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
778,"2001-2002","QSF","Genre et développement: la santé sexuelle","Stages annuels","spécialisé",6,79,334,"Carrefour International (bureau régional du Québec)","ANBEF","Niger","",13.51,2.11,"Santé","Lutte contre les MST et VIH/Sida",27960.00,6990.00,6990.00,19020.00,-1390.00,0.00,"2001-2002","2001-2002","2001-2002","2001-2002","","Approuvé / Versé"
779,"2001-2002","QSF","Coopératives jeunesse de services","Stages annuels","spécialisé",10,66,154,"Club 2/3","Conseil de développement du coopérativisme (CODECO)","Pérou","",-12.04,-77.05,"Gouvernance et société civile","Renforcement des structures sociales et communautaires",37470.00,9367.50,9367.50,23775.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
780,"2001-2002","QSF","Buena Tierra, Pura Vida","Stages annuels","spécialisé",10,101,150,"Plan Nagua","Federacion de grupos campesinos (FEGRUCA)","République dominicaine","La Encantada",18.47,-69.90,"Agriculture / Foresterie","Éducation et formation dans le domaine agricole",37460.00,9365.00,9365.00,23470.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
782,"2001-2002","QSF","Stage en coopération internationale","Stages annuels","stagiaires OCI",1,115,,"Aide médicale pour la Palestine",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
783,"2001-2002","QSF","Coordination des stages Québec sans frontières (QSF)","Stages annuels","stagiaires OCI",1,76,,"Alternatives",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
784,"2001-2002","QSF","Coordination et appui à la réalisation du projet Alteradio, l'Internet qu'on écoute","Stages annuels","stagiaires OCI",1,76,,"Alternatives",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
785,"2001-2002","QSF","Stage en gestion de programme international","Stages annuels","stagiaires OCI",1,79,,"Carrefour International (bureau régional du Québec)",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
786,"2001-2002","QSF","Organisatrice ou organisateur communautaire","Stages annuels","stagiaires OCI",1,80,,"Carrefour de solidarité internationale",,"Canada-Québec","Sherbrooke",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
787,"2001-2002","QSF","Assistante ou assistant au programme Québec sans frontières (QSF)","Stages annuels","stagiaires OCI",1,85,,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean",,"Canada-Québec","Alma",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
788,"2001-2002","QSF","Agente ou agent de programme - Éducation jeunesse","Stages annuels","stagiaires OCI",1,66,,"Club 2/3",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
789,"2001-2002","QSF","Adjointe ou adjoint au programme Québec sans frontières (QSF)","Stages annuels","stagiaires OCI",1,66,,"Club 2/3",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
790,"2001-2002","QSF","Appui au programme Québec sans frontières","Stages annuels","stagiaires OCI",1,68,,"Comité de Solidarité/Trois-Rivières",,"Canada-Québec","Trois-Rivières",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
791,"2001-2002","QSF","Assistante ou assistant aux activités d'éducation à la solidarité internationale","Stages annuels","stagiaires OCI",1,92,,"Comité régional d'éducation pour le développement international de Lanaudière",,"Canada-Québec","Joliette",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
792,"2001-2002","QSF","Appui au programme Québec sans frontières (QSF) et aux Journées québécoises de la solidarité internationale (JQSI)","Stages annuels","stagiaires OCI",1,96,,"Jeunesse Canada Monde / Bureau régional du Québec",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2002-2003","","","Approuvé / Versé"
793,"2001-2002","QSF","Éducation à la solidarité","Stages annuels","stagiaires OCI",1,97,,"Jeunesse du Monde",,"Canada-Québec","Québec",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
794,"2001-2002","QSF","Agent d'éducation pour la production télévisée Jeunes reporters sans frontières","Stages annuels","stagiaires OCI",1,101,,"Plan Nagua",,"Canada-Québec","Québec",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
795,"2001-2002","QSF","Appui à l'action éducative auprès du public","Stages annuels","stagiaires OCI",1,102,,"Solidarité Nord-Sud des Bois-Francs",,"Canada-Québec","Victoriaville",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
796,"2001-2002","QSF","Appui à la réalisation des stages Québec sans frontières","Stages annuels","stagiaires OCI",1,105,,"Solidarité Union Coopération",,"Canada-Québec","Montréal",46.84,-71.24,"Concours fournis aux OCI québécois","Appui à la mission des OCI",10000.00,2500.00,2500.00,5000.00,0.00,0.00,"2001-2002","2001-2002","2001-2002","","","Approuvé / Versé"
797,"2002-2003","QSF","Genre et développement: la santé sexuelle","Stages annuels","réciprocité",2,79,334,"Carrefour International (bureau régional du Québec)","ANBEF","Niger","Montréal",13.51,2.11,"Santé","Lutte contre les MST et VIH/Sida",7100.00,3550.00,3550.00,900.00,0.00,0.00,"2002-2003","2002-2003","2002-2003","","","Approuvé / Versé"
798,"2002-2003","QSF","Le commerce équitable, une alternative pour les coopératives au Mexique","Stages annuels","réciprocité",1,79,292,"Carrefour International (bureau régional du Québec)","CEPCO","Mexique","Québec",19.42,-99.12,"Activités génératrices de revenus","Commerce équitable",5700.00,2850.00,2850.00,900.00,0.00,0.00,"2002-2003","2002-2003","2002-2003","","","Approuvé / Versé"
799,"2002-2003","QSF","Femmes et micro crédit à Korokoro","Stages annuels","réciprocité",2,79,136,"Carrefour International (bureau régional du Québec)","Association Kilabo","Mali","Québec",12.65,-8.00,"Activités génératrices de revenus","Micro-crédit",14200.00,7100.00,7100.00,1800.00,0.00,0.00,"2002-2003","2002-2003","2002-2003","","","Approuvé / Versé"
800,"2002-2003","QSF","Éducation en Afrique du XXIe siècle","Stages annuels","réciprocité",2,97,335,"Jeunesse du Monde","Inst. nationale pour l'éducation...(INEPRO) et Action éducative en milieu ouvert (L'AEMO)","Burkina Faso","",12.37,-1.52,"Services sociaux","Services sociaux",12240.00,6120.00,6120.00,1240.00,0.00,0.00,"2002-2003","2002-2003","2002-2003","","","Approuvé / Versé"
801,"2002-2003","QSF","En plein dans la dynamique communautaire","Stages annuels","réciprocité",2,97,146,"Jeunesse du Monde","Forum Jeunesse Sénégal (FOJES)","Sénégal","Abitibi-Témiscamingue",14.71,-17.47,"Services sociaux","Services sociaux",12240.00,6120.00,6120.00,1240.00,0.00,0.00,"2002-2003","2002-2003","2002-2003","","","Approuvé / Versé"
802,"2002-2003","QSF","L'art comme outil de réinsertion sociale","Stages annuels","réciprocité",1,76,315,"Alternatives","Affro Reggae","Brésil","",-15.78,-47.91,"Services sociaux","Culture et loisirs",5024.00,2605.00,2419.00,560.00,0.00,0.00,"2002-2003","2002-2003","2002-2003","","","Approuvé / Versé"
809,"2001-2002","AAHI","Aide aux jeunes garçons orphelins ou abandonnés de la province de Vallegrande (Bolivie) - Vollet III.","Petits projets","",0,133,,"Centre amitié de solidarité internationale de la région de l'amiante",,"Bolivie","Vallegrande",-16.49,-68.15,"Services sociaux","Services sociaux",50000.00,50000.00,0.00,0.00,0.00,0.00,"2001-2002","","","","","Approuvé / Versé"
811,"2002-2003","AAHI","Ferme de transition et autosuffisance pour adolescents et familles à risque social élevé - Nicaragua.","Grands projets","",0,133,221,"Centre amitié de solidarité internationale de la région de l'amiante","Fundacion CASIRA para la proteccion de la ninez y adolescencia","Nicaragua","Ciudad Dario",12.15,-86.26,"Services sociaux","Services sociaux",99651.00,50000.00,49651.00,0.00,0.00,0.00,"2002-2003","2003-2004","","","","Approuvé / Versé"
